21.34 1:0 
21.280001 1:1 
21.09 1:4 
21.200001 1:5 
21.290001 1:6 
21.120001 1:7 
21.459999 1:8 
21.360001 1:11 
21.49 1:12 
22.200001 1:13 
21.40 1:14 
21.43 1:15 
21.809999 1:18 
21.799999 1:20 
21.889999 1:21 
22.030001 1:22 
21.67 1:25 
21.379999 1:26 
21.290001 1:27 
21.83 1:28 
20.969999 1:29 
20.65 1:32 
21.530001 1:33 
21.32 1:34 
20.41 1:35 
20.17 1:36 
19.870001 1:39 
19.93 1:40 
19.709999 1:41 
20.200001 1:42 
20.43 1:43 
20.43 1:46 
20.969999 1:47 
21.49 1:48 
21.32 1:49 
21.620001 1:50 
21.110001 1:53 
21.190001 1:54 
20.709999 1:55 
20.18 1:56 
20.190001 1:57 
20.360001 1:60 
20.549999 1:61 
