103.760002 1:0 
103.769997 1:1 
109.00 1:4 
108.879997 1:5 
108.959999 1:6 
107.419998 1:7 
108.190002 1:8 
105.720001 1:11 
104.370003 1:12 
104.610001 1:13 
108.610001 1:14 
110.910004 1:15 
112.169998 1:18 
112.519997 1:20 
113.68 1:21 
110.57 1:22 
110.279999 1:25 
113.57 1:26 
111.919998 1:27 
113.169998 1:28 
111.589996 1:29 
107.099998 1:32 
106.260002 1:33 
102.150002 1:34 
98.910004 1:35 
99.830002 1:36 
98.589996 1:39 
97.639999 1:40 
97.760002 1:41 
98.660004 1:42 
98.099998 1:43 
98.139999 1:46 
97.830002 1:47 
98.050003 1:48 
97.82 1:49 
98.599998 1:50 
96.629997 1:53 
97.589996 1:54 
98.980003 1:55 
97.639999 1:56 
97.190002 1:57 
97.519997 1:60 
99.690002 1:61 
