49.650002 1:1 
50.02 1:4 
51.560001 1:5 
51.66 1:6 
51.52 1:7 
52.130001 1:8 
51.509998 1:11 
51.540001 1:12 
52.16 1:13 
51.990002 1:14 
52.869999 1:15 
52.790001 1:18 
52.529999 1:20 
52.689999 1:21 
52.18 1:22 
51.709999 1:25 
52.009998 1:26 
52.650002 1:27 
52.720001 1:28 
52.240002 1:29 
49.950001 1:32 
49.470001 1:33 
48.939999 1:34 
48.169998 1:35 
47.880001 1:36 
47.009998 1:39 
47.380001 1:40 
48.119999 1:41 
49.00 1:42 
48.360001 1:43 
47.869999 1:46 
47.849998 1:47 
49.75 1:48 
49.509998 1:49 
48.880001 1:50 
48.599998 1:53 
48.59 1:54 
48.599998 1:55 
48.639999 1:56 
47.880001 1:57 
48.330002 1:60 
47.98 1:61 
