23.93 1:0 
23.90 1:1 
24.51 1:4 
24.639999 1:5 
24.68 1:6 
23.959999 1:7 
24.209999 1:8 
23.85 1:11 
23.370001 1:12 
23.799999 1:13 
23.74 1:14 
23.34 1:15 
23.219999 1:18 
23.549999 1:20 
22.870001 1:21 
23.120001 1:22 
23.309999 1:25 
23.60 1:26 
23.530001 1:27 
23.41 1:28 
23.35 1:29 
23.309999 1:32 
23.07 1:33 
23.23 1:34 
23.24 1:35 
23.110001 1:36 
22.040001 1:39 
21.799999 1:40 
22.02 1:41 
22.08 1:42 
22.469999 1:43 
22.17 1:46 
22.190001 1:47 
21.799999 1:48 
21.60 1:49 
21.68 1:50 
21.629999 1:53 
21.879999 1:54 
21.73 1:55 
21.469999 1:56 
21.27 1:57 
21.530001 1:60 
21.76 1:61 
