62.040001 1:1 
61.540001 1:4 
60.900002 1:5 
59.990002 1:6 
61.619999 1:7 
60.860001 1:8 
59.43 1:11 
59.16 1:12 
60.799999 1:13 
61.59 1:14 
59.459999 1:15 
60.509998 1:18 
60.18 1:20 
58.93 1:21 
60.419998 1:22 
60.52 1:25 
61.700001 1:26 
61.540001 1:27 
62.869999 1:28 
62.970001 1:29 
63.099998 1:32 
64.00 1:33 
62.639999 1:34 
58.810001 1:35 
58.91 1:36 
56.040001 1:39 
55.889999 1:40 
56.790001 1:41 
56.450001 1:42 
55.779999 1:43 
57.599998 1:46 
61.459999 1:47 
61.02 1:48 
61.549999 1:49 
61.119999 1:50 
60.98 1:53 
61.759998 1:54 
61.43 1:55 
61.549999 1:56 
60.139999 1:57 
60.169998 1:60 
61.150002 1:61 
