9.30 1:0 
9.30 1:1 
9.46 1:4 
9.52 1:5 
9.48 1:6 
9.30 1:7 
9.32 1:8 
9.50 1:11 
9.45 1:12 
9.35 1:13 
9.46 1:14 
9.50 1:15 
9.38 1:18 
9.27 1:20 
9.31 1:21 
9.52 1:22 
9.44 1:25 
9.58 1:26 
9.55 1:27 
9.59 1:28 
9.52 1:29 
9.50 1:32 
9.58 1:33 
9.51 1:34 
9.28 1:35 
9.31 1:36 
9.17 1:39 
9.35 1:40 
9.51 1:41 
9.50 1:42 
9.77 1:43 
9.84 1:46 
9.57 1:47 
9.65 1:48 
9.61 1:49 
9.68 1:50 
9.50 1:53 
9.62 1:54 
9.71 1:55 
9.71 1:56 
9.57 1:57 
9.65 1:60 
9.55 1:61 
