4061500 1:1 
3911500 1:4 
6333100 1:5 
7309700 1:6 
5723300 1:7 
5705800 1:8 
5280300 1:11 
3272300 1:12 
5322100 1:13 
3147700 1:14 
3941100 1:15 
2061700 1:18 
4595600 1:20 
2604200 1:21 
3093700 1:22 
4393400 1:25 
2691900 1:26 
3780500 1:27 
4600000 1:28 
6100500 1:29 
5239000 1:32 
7318800 1:33 
4121500 1:34 
4316000 1:35 
7564700 1:36 
5324000 1:39 
4561900 1:40 
4395000 1:41 
3963400 1:42 
5212000 1:43 
6192900 1:46 
3827400 1:47 
4233300 1:48 
3997800 1:49 
2383300 1:50 
4060800 1:53 
4609100 1:54 
5856100 1:55 
7351100 1:56 
6129400 1:57 
3228600 1:60 
4795800 1:61 
