3579000 1:1 
3100700 1:4 
4743000 1:5 
15324600 1:6 
4697000 1:7 
6860500 1:8 
3487400 1:11 
5474600 1:12 
5368300 1:13 
5040400 1:14 
4675600 1:15 
1312000 1:18 
2201600 1:20 
2696300 1:21 
3886000 1:22 
4830500 1:25 
6600000 1:26 
2960200 1:27 
4047700 1:28 
4398400 1:29 
6205800 1:32 
4856300 1:33 
5819300 1:34 
2958700 1:35 
4487400 1:36 
2702200 1:39 
3177100 1:40 
4216200 1:41 
3821100 1:42 
3363200 1:43 
4760200 1:46 
15085500 1:47 
8826000 1:48 
3335200 1:49 
3157300 1:50 
2763900 1:53 
2215200 1:54 
3705400 1:55 
3133700 1:56 
6593500 1:57 
3832900 1:60 
4978000 1:61 
