5583600 1:1 
5453200 1:4 
7183700 1:5 
7085300 1:6 
7984200 1:7 
7622100 1:8 
4020000 1:11 
4991000 1:12 
7314900 1:13 
8392300 1:14 
7016100 1:15 
2361900 1:18 
6237800 1:20 
4664500 1:21 
8141200 1:22 
3622200 1:25 
5362200 1:26 
3054400 1:27 
4124000 1:28 
4715900 1:29 
9290200 1:32 
13626300 1:33 
10354700 1:34 
5457800 1:35 
4041200 1:36 
6929800 1:39 
5352200 1:40 
5617600 1:41 
7301700 1:42 
3175000 1:43 
4416800 1:46 
6789300 1:47 
4057400 1:48 
6626800 1:49 
5873700 1:50 
5864500 1:53 
11242500 1:54 
4510500 1:55 
3576400 1:56 
3324700 1:57 
4598400 1:60 
3543900 1:61 
