24641000 1:0 
17264000 1:1 
21340300 1:4 
21353800 1:5 
29938700 1:6 
27067700 1:7 
20789800 1:8 
26980800 1:11 
25949900 1:12 
26177600 1:13 
23523400 1:14 
21344200 1:15 
17649800 1:18 
24358300 1:20 
26682300 1:21 
27451000 1:22 
37881400 1:25 
74891100 1:26 
25777900 1:27 
24118800 1:28 
22912700 1:29 
23109200 1:32 
38345000 1:33 
38428900 1:34 
19389800 1:35 
23061100 1:36 
18524000 1:39 
15937100 1:40 
19174000 1:41 
17542100 1:42 
23225400 1:43 
19946800 1:46 
16926200 1:47 
18008600 1:48 
15257800 1:49 
14115300 1:50 
15140500 1:53 
17315300 1:54 
14830900 1:55 
14444900 1:56 
13957500 1:57 
20545100 1:60 
24286600 1:61 
