1029500 1:0 
761200 1:1 
840300 1:4 
1596000 1:5 
1269400 1:6 
1508300 1:7 
1959200 1:8 
1198700 1:11 
1355000 1:12 
1196700 1:13 
921400 1:14 
1038400 1:15 
447000 1:18 
1065400 1:20 
585900 1:21 
652500 1:22 
973900 1:25 
1073300 1:26 
1089600 1:27 
1204800 1:28 
1242800 1:29 
1496600 1:32 
1452000 1:33 
1186200 1:34 
657300 1:35 
974200 1:36 
749400 1:39 
809500 1:40 
1202200 1:41 
1372100 1:42 
1700900 1:43 
1786800 1:46 
1061600 1:47 
956800 1:48 
1270900 1:49 
2267400 1:50 
3043900 1:53 
3951200 1:54 
2517100 1:55 
1897400 1:56 
1101000 1:57 
1809500 1:60 
2239400 1:61 
