10201600 1:1 
6578000 1:4 
7796700 1:5 
8008700 1:6 
9631200 1:7 
10556000 1:8 
7591200 1:11 
10958300 1:12 
17899200 1:13 
5451500 1:14 
6634200 1:15 
2494400 1:18 
4861600 1:20 
7817400 1:21 
7244000 1:22 
6096300 1:25 
4240300 1:26 
4633900 1:27 
7457600 1:28 
6905800 1:29 
11398900 1:32 
11035600 1:33 
11128800 1:34 
8149700 1:35 
7507200 1:36 
6209800 1:39 
4849900 1:40 
6204000 1:41 
7113900 1:42 
5953600 1:43 
8136700 1:46 
11119300 1:47 
6491700 1:48 
7506100 1:49 
5339300 1:50 
6572200 1:53 
3743600 1:54 
6427500 1:55 
4262000 1:56 
4769500 1:57 
4653800 1:60 
4521500 1:61 
