2826600 1:1 
2314200 1:4 
4653200 1:5 
2839400 1:6 
3453200 1:7 
3204600 1:8 
2387700 1:11 
3849400 1:12 
3942400 1:13 
1966400 1:14 
2171500 1:15 
946300 1:18 
2365300 1:20 
2905700 1:21 
2500300 1:22 
3414700 1:25 
5108300 1:26 
5500000 1:27 
3972500 1:28 
5782500 1:29 
3986600 1:32 
6758200 1:33 
8113800 1:34 
2546700 1:35 
4437500 1:36 
2913300 1:39 
2878700 1:40 
5185000 1:41 
2737100 1:42 
2469400 1:43 
2353000 1:46 
2280500 1:47 
3780700 1:48 
4557500 1:49 
3502500 1:50 
4889400 1:53 
3208100 1:54 
4257900 1:55 
2308800 1:56 
2174600 1:57 
2154000 1:60 
3041600 1:61 
