10689100 1:0 
12704700 1:1 
9865100 1:4 
9581900 1:5 
11679200 1:6 
6886900 1:7 
11538500 1:8 
8377100 1:11 
12821700 1:12 
15933300 1:13 
9762900 1:14 
12791800 1:15 
8875200 1:18 
23408600 1:20 
19634500 1:21 
10618300 1:22 
10878200 1:25 
9623300 1:26 
10164100 1:27 
14279400 1:28 
14528200 1:29 
10306800 1:32 
16182000 1:33 
16866900 1:34 
11642100 1:35 
9780800 1:36 
11832500 1:39 
10558900 1:40 
22285000 1:41 
25361500 1:42 
16364200 1:43 
15247800 1:46 
14106500 1:47 
17328500 1:48 
11069900 1:49 
9762500 1:50 
14610100 1:53 
6824000 1:54 
9918200 1:55 
12762800 1:56 
22058000 1:57 
23107500 1:60 
14423600 1:61 
