1148100 1:0 
1295800 1:1 
1452000 1:4 
2301400 1:5 
2001600 1:6 
2166300 1:7 
2140100 1:8 
2062800 1:11 
2186100 1:12 
1517400 1:13 
1454800 1:14 
2039400 1:15 
376700 1:18 
1178500 1:20 
1335900 1:21 
2378300 1:22 
3202700 1:25 
3947300 1:26 
1678700 1:27 
1574200 1:28 
1353800 1:29 
1352100 1:32 
2193000 1:33 
2614000 1:34 
1324300 1:35 
1467800 1:36 
2660900 1:39 
2409200 1:40 
2552700 1:41 
2793800 1:42 
2284800 1:43 
3504700 1:46 
6601700 1:47 
2557100 1:48 
1366400 1:49 
841600 1:50 
1331700 1:53 
1198100 1:54 
984500 1:55 
1268000 1:56 
1024600 1:57 
1589700 1:60 
945700 1:61 
