1873100 1:0 
1002400 1:1 
1070500 1:4 
2167100 1:5 
1802300 1:6 
1807100 1:7 
1951300 1:8 
1503800 1:11 
1852800 1:12 
2354000 1:13 
1441400 1:14 
1738100 1:15 
601800 1:18 
1145600 1:20 
1370800 1:21 
1266800 1:22 
1700700 1:25 
1971200 1:26 
2560000 1:27 
2500100 1:28 
2719700 1:29 
1905800 1:32 
3420900 1:33 
1654900 1:34 
1422300 1:35 
1485300 1:36 
2096900 1:39 
2292300 1:40 
2260200 1:41 
2414200 1:42 
2206100 1:43 
1571200 1:46 
2540800 1:47 
2387300 1:48 
2408500 1:49 
995300 1:50 
1078900 1:53 
852500 1:54 
1210800 1:55 
984300 1:56 
2268100 1:57 
2151000 1:60 
1286400 1:61 
