3107000 1:1 
5143000 1:4 
2861300 1:5 
4046400 1:6 
4367900 1:7 
3394300 1:8 
2577300 1:11 
3212700 1:12 
4114300 1:13 
2450100 1:14 
4966800 1:15 
1410400 1:18 
3760700 1:20 
4979200 1:21 
8990100 1:22 
4957600 1:25 
4904200 1:26 
4937100 1:27 
10421100 1:28 
6634200 1:29 
5149600 1:32 
5716100 1:33 
5340900 1:34 
4077300 1:35 
4481900 1:36 
5016500 1:39 
3531800 1:40 
3949200 1:41 
4708100 1:42 
5256000 1:43 
5065500 1:46 
4877000 1:47 
6082700 1:48 
3150000 1:49 
2875400 1:50 
3939800 1:53 
9571500 1:54 
7538300 1:55 
11297300 1:56 
6398200 1:57 
7416300 1:60 
8065400 1:61 
