29.25 1:0 2:3745600 
29.15 1:1 2:4764900 
28.860001 1:4 2:4670500 
29.49 1:5 2:4738900 
28.780001 1:6 2:3757300 
28.049999 1:7 2:4502000 
27.51 1:8 2:5322900 
27.280001 1:11 2:4257200 
27.309999 1:12 2:5116000 
27.719999 1:13 2:7375200 
28.84 1:14 2:3373300 
28.49 1:15 2:3160600 
28.879999 1:18 2:1048800 
28.809999 1:20 2:2338400 
28.719999 1:21 2:2942900 
28.91 1:22 2:4262800 
28.540001 1:25 2:3667400 
28.57 1:26 2:4667800 
27.790001 1:27 2:3996300 
28.309999 1:28 2:7138800 
27.969999 1:29 2:5744400 
27.33 1:32 2:7925200 
27.52 1:33 2:13933200 
27.540001 1:34 2:9241700 
27.77 1:35 2:12852100 
29.370001 1:36 2:5300700 
28.75 1:39 2:6098300 
28.290001 1:40 2:3992800 
28.610001 1:41 2:2741500 
28.66 1:42 2:2565300 
28.83 1:43 2:2708700 
28.639999 1:46 2:3198800 
28.059999 1:47 2:5864400 
28.58 1:48 2:4861200 
28.809999 1:49 2:3804600 
29.290001 1:50 2:3031400 
29.08 1:53 2:4166400 
29.370001 1:54 2:5191000 
29.73 1:55 2:4265200 
29.40 1:56 2:3438500 
28.799999 1:57 2:4226900 
28.879999 1:60 2:4698000 
28.879999 1:61 2:4278700 
