38.950001 1:0 2:7010800 
39.029999 1:1 2:8264900 
39.32 1:4 2:8680100 
39.419998 1:5 2:17532800 
39.369999 1:6 2:9653500 
39.27 1:7 2:7695800 
39.00 1:8 2:11215600 
38.759998 1:11 2:12046200 
39.610001 1:12 2:15162700 
38.66 1:13 2:12882200 
38.459999 1:14 2:6945100 
38.349998 1:15 2:6942400 
38.990002 1:18 2:3415700 
39.110001 1:20 2:11088500 
38.240002 1:21 2:11428200 
38.099998 1:22 2:11365600 
37.48 1:25 2:10395600 
37.040001 1:26 2:9276800 
36.700001 1:27 2:10673600 
37.200001 1:28 2:16433500 
36.759998 1:29 2:22369600 
36.080002 1:32 2:11684200 
35.259998 1:33 2:23741600 
33.709999 1:34 2:23248800 
32.41 1:35 2:6872900 
32.310001 1:36 2:7413400 
30.90 1:39 2:6657900 
31.15 1:40 2:4740700 
31.059999 1:41 2:8889200 
31.65 1:42 2:6145500 
31.700001 1:43 2:5283700 
31.889999 1:46 2:6961800 
32.16 1:47 2:6650600 
32.150002 1:48 2:7960400 
31.709999 1:49 2:5801900 
32.189999 1:50 2:6305300 
32.27 1:53 2:8214700 
32.169998 1:54 2:6499500 
32.540001 1:55 2:9095100 
32.209999 1:56 2:10294800 
31.690001 1:57 2:13842600 
31.969999 1:60 2:7684000 
31.43 1:61 2:8958800 
