42.75 1:0 2:1156900 
42.41 1:1 2:1532700 
42.310001 1:4 2:901200 
42.599998 1:5 2:763600 
42.349998 1:6 2:1032600 
41.77 1:7 2:1402500 
41.900002 1:8 2:1051000 
41.77 1:11 2:1321600 
41.360001 1:12 2:1487800 
42.099998 1:13 2:1988300 
42.049999 1:14 2:1655300 
41.700001 1:15 2:1424300 
41.060001 1:18 2:514100 
40.639999 1:20 2:1209600 
40.66 1:21 2:1507700 
39.880001 1:22 2:1554400 
40.450001 1:25 2:1944900 
40.400002 1:26 2:1346300 
40.759998 1:27 2:1359200 
41.029999 1:28 2:3795800 
42.799999 1:29 2:3569600 
41.970001 1:32 2:2414300 
42.279999 1:33 2:1845500 
43.529999 1:34 2:1401800 
44.860001 1:35 2:1009000 
44.200001 1:36 2:1315600 
44.330002 1:39 2:1121300 
43.75 1:40 2:1186500 
43.93 1:41 2:1787300 
43.630001 1:42 2:1618900 
44.07 1:43 2:1889100 
42.849998 1:46 2:1964700 
42.110001 1:47 2:1187600 
43.130001 1:48 2:1198900 
42.919998 1:49 2:1417100 
43.00 1:50 2:994900 
43.380001 1:53 2:981300 
43.34 1:54 2:1487400 
43.330002 1:55 2:746300 
42.93 1:56 2:748200 
43.09 1:57 2:742100 
42.790001 1:60 2:1273500 
43.110001 1:61 2:1338500 
