121.470001 1:1 2:833900 
120.50 1:4 2:1121900 
119.610001 1:5 2:922600 
118.809998 1:6 2:1129200 
116.889999 1:7 2:1130700 
118.559998 1:8 2:1006500 
116.889999 1:11 2:1166000 
118.489998 1:12 2:1925500 
116.730003 1:13 2:1265000 
116.410004 1:14 2:725800 
116.339996 1:15 2:1044500 
116.639999 1:18 2:359300 
116.790001 1:20 2:754300 
116.360001 1:21 2:988900 
114.919998 1:22 2:528700 
114.279999 1:25 2:708600 
114.830002 1:26 2:758400 
114.779999 1:27 2:619000 
114.139999 1:28 2:911900 
113.980003 1:29 2:1325000 
115.669998 1:32 2:1062400 
116.150002 1:33 2:1272900 
114.760002 1:34 2:1343400 
113.599998 1:35 2:583300 
112.870003 1:36 2:840900 
110.669998 1:39 2:1012400 
111.18 1:40 2:943000 
111.989998 1:41 2:919300 
112.139999 1:42 2:1673000 
114.169998 1:43 2:1523400 
115.099998 1:46 2:860100 
114.959999 1:47 2:891800 
115.349998 1:48 2:755300 
115.949997 1:49 2:621100 
116.709999 1:50 2:676900 
115.779999 1:53 2:741200 
116.43 1:54 2:588700 
116.82 1:55 2:778600 
116.599998 1:56 2:634100 
116.339996 1:57 2:656400 
116.760002 1:60 2:903700 
117.010002 1:61 2:660200 
