70.830002 1:0 2:1754900 
70.699997 1:1 2:1402100 
70.019997 1:4 2:1628100 
70.059998 1:5 2:1385200 
69.940002 1:6 2:2534600 
69.510002 1:7 2:2247800 
69.00 1:8 2:2617800 
69.870003 1:11 2:1834600 
69.290001 1:12 2:2392900 
69.519997 1:13 2:2866300 
70.389999 1:14 2:2391200 
70.230003 1:15 2:1514700 
70.029999 1:18 2:750500 
69.540001 1:20 2:1422100 
69.57 1:21 2:1591100 
69.529999 1:22 2:1635200 
68.900002 1:25 2:2078900 
68.769997 1:26 2:1864000 
68.709999 1:27 2:2564500 
68.650002 1:28 2:2988200 
67.720001 1:29 2:1956900 
67.610001 1:32 2:2424900 
66.540001 1:33 2:2748500 
65.959999 1:34 2:2532900 
65.300003 1:35 2:1704000 
64.699997 1:36 2:1905000 
63.369999 1:39 2:1136600 
63.41 1:40 2:1069700 
63.639999 1:41 2:1853500 
63.950001 1:42 2:2696000 
65.660004 1:43 2:3529600 
63.98 1:46 2:2556300 
63.360001 1:47 2:2113000 
63.970001 1:48 2:2276500 
62.740002 1:49 2:2363200 
62.580002 1:50 2:1263500 
62.209999 1:53 2:1158400 
62.439999 1:54 2:979500 
62.43 1:55 2:1394700 
62.540001 1:56 2:941100 
62.639999 1:57 2:1733100 
61.880001 1:60 2:1869100 
61.700001 1:61 2:2567400 
