76.75 1:1 2:1133200 
76.82 1:4 2:845100 
76.260002 1:5 2:1395500 
76.699997 1:6 2:1181400 
74.720001 1:7 2:2115200 
74.639999 1:8 2:1978400 
74.389999 1:11 2:1796700 
75.529999 1:12 2:3584500 
72.610001 1:13 2:2827300 
69.779999 1:14 2:1249300 
70.730003 1:15 2:747300 
72.279999 1:18 2:436600 
72.239998 1:20 2:1168300 
71.589996 1:21 2:1154100 
72.089996 1:22 2:2035400 
70.160004 1:25 2:953100 
70.139999 1:26 2:1154800 
70.669998 1:27 2:929600 
71.559998 1:28 2:1714100 
71.029999 1:29 2:1102500 
70.940002 1:32 2:1862300 
71.610001 1:33 2:2443200 
70.25 1:34 2:3003200 
66.779999 1:35 2:2525800 
66.709999 1:36 2:3535700 
65.529999 1:39 2:2727400 
66.360001 1:40 2:1707400 
66.300003 1:41 2:3377900 
66.519997 1:42 2:2415500 
66.889999 1:43 2:1629800 
67.769997 1:46 2:1517400 
67.489998 1:47 2:1697500 
68.580002 1:48 2:1043300 
67.970001 1:49 2:1386600 
68.949997 1:50 2:981600 
68.639999 1:53 2:1371500 
68.199997 1:54 2:2097100 
69.419998 1:55 2:2221000 
67.540001 1:56 2:1406800 
67.620003 1:57 2:1087700 
67.779999 1:60 2:1752000 
66.639999 1:61 2:1870000 
