155.210007 1:0 2:1356600 
153.410004 1:1 2:1096100 
152.820007 1:4 2:1575300 
151.089996 1:5 2:1260600 
149.899994 1:6 2:1644700 
147.979996 1:7 2:1566400 
148.880005 1:8 2:2009400 
146.020004 1:11 2:2641400 
145.339996 1:12 2:3603600 
151.139999 1:13 2:3310900 
155.800003 1:14 2:1333100 
156.270004 1:15 2:980000 
156.419998 1:18 2:594000 
154.570007 1:20 2:1297900 
156.509995 1:21 2:1428900 
157.389999 1:22 2:1703300 
155.160004 1:25 2:1874400 
154.800003 1:26 2:1515900 
153.339996 1:27 2:1888300 
152.429993 1:28 2:3407400 
147.940002 1:29 2:3433900 
152.389999 1:32 2:2771200 
152.869995 1:33 2:5944700 
153.910004 1:34 2:7570600 
166.550003 1:35 2:1465800 
165.929993 1:36 2:1937300 
159.589996 1:39 2:1634300 
160.070007 1:40 2:1781400 
163.699997 1:41 2:1363800 
163.449997 1:42 2:1566900 
167.119995 1:43 2:931400 
166.020004 1:46 2:2021000 
165.630005 1:47 2:585800 
166.509995 1:48 2:854000 
168.139999 1:49 2:834900 
169.570007 1:50 2:1039100 
167.410004 1:53 2:951300 
166.970001 1:54 2:1079700 
167.350006 1:55 2:991900 
167.199997 1:56 2:689000 
167.130005 1:57 2:1516500 
169.460007 1:60 2:890900 
168.940002 1:61 2:993300 
