72.00 1:1 2:2153000 
73.699997 1:4 2:1498300 
72.459999 1:5 2:1095700 
72.730003 1:6 2:1283600 
70.949997 1:7 2:1664900 
72.18 1:8 2:1358800 
71.199997 1:11 2:3297900 
71.330002 1:12 2:2588900 
72.089996 1:13 2:1771700 
72.510002 1:14 2:1356100 
71.730003 1:15 2:1393600 
72.589996 1:18 2:428600 
72.389999 1:20 2:1304500 
72.230003 1:21 2:1077300 
72.300003 1:22 2:1075900 
71.00 1:25 2:1477000 
71.589996 1:26 2:905500 
72.360001 1:27 2:1621000 
71.620003 1:28 2:1848200 
72.25 1:29 2:2566700 
71.800003 1:32 2:2746100 
70.690002 1:33 2:3913100 
74.209999 1:34 2:5468200 
73.919998 1:35 2:7145300 
73.389999 1:36 2:3430000 
72.68 1:39 2:1163600 
73.599998 1:40 2:2118700 
73.160004 1:41 2:3048400 
74.589996 1:42 2:2598400 
74.769997 1:43 2:2935300 
76.199997 1:46 2:2458800 
74.650002 1:47 2:5815600 
80.57 1:48 2:2523800 
80.879997 1:49 2:2306600 
79.279999 1:50 2:1549500 
79.849998 1:53 2:980900 
79.400002 1:54 2:1944800 
79.919998 1:55 2:2730900 
80.110001 1:56 2:1347200 
79.610001 1:57 2:1722000 
80.959999 1:60 2:2126500 
80.650002 1:61 2:1547200 
