21.280001 1:1 2:14844100 
21.09 1:4 2:12314900 
21.200001 1:5 2:11863000 
21.290001 1:6 2:17035300 
21.120001 1:7 2:24871900 
21.459999 1:8 2:15660600 
21.360001 1:11 2:11247900 
21.49 1:12 2:14642900 
22.200001 1:13 2:29217300 
21.40 1:14 2:12208400 
21.43 1:15 2:11072500 
21.809999 1:18 2:3617500 
21.799999 1:20 2:8195900 
21.889999 1:21 2:13216800 
22.030001 1:22 2:13567300 
21.67 1:25 2:11029700 
21.379999 1:26 2:8719900 
21.290001 1:27 2:9321600 
21.83 1:28 2:15884200 
20.969999 1:29 2:13153700 
20.65 1:32 2:16682600 
21.530001 1:33 2:22973700 
21.32 1:34 2:24217700 
20.41 1:35 2:8917900 
20.17 1:36 2:9696800 
19.870001 1:39 2:9401500 
19.93 1:40 2:11487400 
19.709999 1:41 2:18047700 
20.200001 1:42 2:13665100 
20.43 1:43 2:14300800 
20.43 1:46 2:19638800 
20.969999 1:47 2:15569000 
21.49 1:48 2:14410300 
21.32 1:49 2:17869600 
21.620001 1:50 2:19785100 
21.110001 1:53 2:23122100 
21.190001 1:54 2:32863600 
20.709999 1:55 2:25777400 
20.18 1:56 2:13857700 
20.190001 1:57 2:13060400 
20.360001 1:60 2:15661800 
20.549999 1:61 2:22102300 
