51.119999 1:0 2:1433200 
51.07 1:1 2:1958600 
52.450001 1:4 2:1359900 
52.73 1:5 2:1404500 
52.790001 1:6 2:1600100 
51.77 1:7 2:1022100 
51.52 1:8 2:1084400 
51.009998 1:11 2:2006200 
50.919998 1:12 2:2432300 
51.200001 1:13 2:1615800 
50.889999 1:14 2:1180800 
50.919998 1:15 2:1709200 
51.110001 1:18 2:411800 
50.860001 1:20 2:972700 
50.73 1:21 2:1282000 
50.459999 1:22 2:1674200 
50.27 1:25 2:1831200 
49.779999 1:26 2:1654100 
50.040001 1:27 2:2285300 
49.650002 1:28 2:1901000 
49.419998 1:29 2:2210800 
47.950001 1:32 2:1385600 
48.380001 1:33 2:2520500 
47.689999 1:34 2:2520100 
45.689999 1:35 2:1668000 
45.27 1:36 2:2786100 
46.349998 1:39 2:2387800 
45.619999 1:40 2:1222000 
45.830002 1:41 2:1281500 
45.310001 1:42 2:1794600 
46.189999 1:43 2:1192700 
46.16 1:46 2:864500 
46.330002 1:47 2:1153400 
46.950001 1:48 2:2121000 
46.959999 1:49 2:2431800 
47.209999 1:50 2:2224700 
46.439999 1:53 2:1012400 
46.91 1:54 2:1879300 
48.650002 1:55 2:1070200 
47.799999 1:56 2:1542800 
47.59 1:57 2:1638000 
46.709999 1:60 2:1191400 
45.049999 1:61 2:1346200 
