25.49 1:0 2:5669200 
25.860001 1:1 2:4190300 
25.940001 1:4 2:5889500 
26.48 1:5 2:8038200 
26.50 1:6 2:6430100 
25.27 1:7 2:4758000 
24.950001 1:8 2:7177700 
24.299999 1:11 2:7680100 
25.049999 1:12 2:6565300 
24.969999 1:13 2:6866500 
25.24 1:14 2:5842300 
25.48 1:15 2:8749400 
25.57 1:18 2:2593800 
26.18 1:20 2:5864200 
25.870001 1:21 2:9528700 
24.99 1:22 2:11753300 
25.610001 1:25 2:31588900 
30.709999 1:26 2:5134600 
30.43 1:27 2:4974700 
29.84 1:28 2:3484500 
30.10 1:29 2:7200500 
29.07 1:32 2:5940900 
28.58 1:33 2:8631400 
27.41 1:34 2:6148900 
26.48 1:35 2:7194400 
26.969999 1:36 2:6762800 
25.76 1:39 2:4757100 
25.629999 1:40 2:7479700 
26.91 1:41 2:4301300 
26.84 1:42 2:6182300 
27.59 1:43 2:5955000 
27.18 1:46 2:4329800 
26.620001 1:47 2:3035900 
27.00 1:48 2:4986300 
26.610001 1:49 2:2758600 
26.549999 1:50 2:2539800 
26.41 1:53 2:2263100 
26.48 1:54 2:2160900 
26.51 1:55 2:4311800 
25.91 1:56 2:5766000 
26.16 1:57 2:3698500 
26.450001 1:60 2:2760600 
26.540001 1:61 2:3409300 
