29.93 1:1 2:7663400 
30.200001 1:4 2:8616600 
31.139999 1:5 2:8274400 
31.60 1:6 2:7348600 
31.389999 1:7 2:4463300 
31.41 1:8 2:8336000 
30.83 1:11 2:6815100 
30.02 1:12 2:6998600 
30.700001 1:13 2:13158300 
28.93 1:14 2:8627200 
29.24 1:15 2:6203500 
30.09 1:18 2:3218000 
30.620001 1:20 2:5890600 
30.65 1:21 2:6245700 
30.52 1:22 2:13312000 
30.15 1:25 2:6956000 
30.18 1:26 2:5716100 
30.290001 1:27 2:6026100 
30.969999 1:28 2:8040300 
30.139999 1:29 2:8376000 
30.10 1:32 2:4936200 
30.639999 1:33 2:8756500 
30.719999 1:34 2:11014900 
29.84 1:35 2:3309000 
29.25 1:36 2:3908300 
28.60 1:39 2:3625200 
28.450001 1:40 2:4136600 
28.110001 1:41 2:6742300 
28.57 1:42 2:7882000 
29.200001 1:43 2:8394600 
29.67 1:46 2:7247000 
29.360001 1:47 2:5161900 
29.559999 1:48 2:3523400 
29.17 1:49 2:5431200 
30.049999 1:50 2:4377800 
30.23 1:53 2:6062000 
30.18 1:54 2:7060000 
30.049999 1:55 2:9650400 
29.24 1:56 2:4194400 
29.07 1:57 2:5038700 
29.129999 1:60 2:6552800 
29.200001 1:61 2:11575700 
