120.129997 1:1 2:2760200 
119.599998 1:4 2:3196800 
118.980003 1:5 2:2155500 
118.620003 1:6 2:2495100 
116.540001 1:7 2:1735600 
116.559998 1:8 2:2304900 
116.349998 1:11 2:2084900 
116.43 1:12 2:2484200 
115.919998 1:13 2:3318200 
116.279999 1:14 2:2733500 
115.690002 1:15 2:2628600 
116.260002 1:18 2:1077600 
115.68 1:20 2:1855400 
114.629997 1:21 2:1983900 
114.699997 1:22 2:1849200 
114.089996 1:25 2:1987800 
113.489998 1:26 2:1618300 
112.809998 1:27 2:2295900 
113.18 1:28 2:3689600 
112.910004 1:29 2:3392300 
114.230003 1:32 2:3077700 
113.309998 1:33 2:4532600 
112.699997 1:34 2:6717100 
112.029999 1:35 2:5834300 
109.800003 1:36 2:3615400 
106.940002 1:39 2:2559300 
107.480003 1:40 2:2245500 
106.900002 1:41 2:2568900 
106.839996 1:42 2:2906600 
107.760002 1:43 2:2328700 
107.699997 1:46 2:2397500 
108.080002 1:47 2:3532000 
108.610001 1:48 2:3310100 
107.839996 1:49 2:2242500 
108.449997 1:50 2:1808300 
107.160004 1:53 2:2816400 
107.400002 1:54 2:1946100 
108.050003 1:55 2:1991400 
108.129997 1:56 2:1692300 
108.029999 1:57 2:1759900 
108.419998 1:60 2:1566000 
108.300003 1:61 2:2088600 
