106.129997 1:0 2:2894900 
103.889999 1:1 2:3466100 
102.910004 1:4 2:3296000 
102.389999 1:5 2:3460800 
102.199997 1:6 2:4522200 
100.849998 1:7 2:3049300 
102.040001 1:8 2:2727000 
102.57 1:11 2:3170500 
100.980003 1:12 2:4921900 
102.269997 1:13 2:5512500 
106.050003 1:14 2:2000600 
106.110001 1:15 2:2316500 
107.300003 1:18 2:717600 
106.779999 1:20 2:2282600 
107.980003 1:21 2:2494600 
105.910004 1:22 2:2937900 
105.089996 1:25 2:2738100 
105.540001 1:26 2:3225100 
105.43 1:27 2:2934100 
103.489998 1:28 2:3459200 
102.57 1:29 2:7469100 
105.709999 1:32 2:4278800 
105.709999 1:33 2:8701800 
109.220001 1:34 2:6301200 
115.93 1:35 2:1752400 
115.190002 1:36 2:1738200 
112.980003 1:39 2:2492400 
113.269997 1:40 2:2162700 
112.910004 1:41 2:3754800 
115.150002 1:42 2:2566600 
117.190002 1:43 2:1953500 
116.129997 1:46 2:2781100 
115.400002 1:47 2:3291800 
115.669998 1:48 2:2459700 
116.75 1:49 2:1548600 
116.75 1:50 2:1999600 
115.709999 1:53 2:1928200 
114.830002 1:54 2:1691900 
115.32 1:55 2:1577400 
114.150002 1:56 2:1085600 
113.339996 1:57 2:1750700 
113.349998 1:60 2:2254800 
112.699997 1:61 2:2329900 
