55.619999 1:0 2:4291200 
55.02 1:1 2:2916700 
55.150002 1:4 2:3305500 
54.330002 1:5 2:3078600 
54.529999 1:6 2:3234400 
53.950001 1:7 2:2769400 
53.48 1:8 2:3475200 
53.59 1:11 2:3961600 
53.099998 1:12 2:3627900 
53.25 1:13 2:4440200 
53.889999 1:14 2:2518600 
53.709999 1:15 2:2579600 
53.93 1:18 2:1260600 
53.560001 1:20 2:2383700 
54.099998 1:21 2:4120300 
53.73 1:22 2:2520100 
53.139999 1:25 2:4004600 
53.360001 1:26 2:4278900 
53.130001 1:27 2:3998700 
53.50 1:28 2:3626000 
53.490002 1:29 2:5114100 
53.130001 1:32 2:2800700 
53.220001 1:33 2:5246300 
54.16 1:34 2:6062100 
54.189999 1:35 2:9645600 
52.759998 1:36 2:14911100 
48.040001 1:39 2:6434000 
47.849998 1:40 2:3417000 
47.77 1:41 2:3600300 
48.080002 1:42 2:3669700 
48.119999 1:43 2:2843200 
47.990002 1:46 2:3530800 
47.450001 1:47 2:3789900 
47.259998 1:48 2:2356600 
47.439999 1:49 2:3429000 
47.740002 1:50 2:2484900 
47.490002 1:53 2:3739500 
47.59 1:54 2:3054500 
47.93 1:55 2:3523800 
48.27 1:56 2:2058800 
48.259998 1:57 2:3288100 
48.32 1:60 2:3737300 
48.860001 1:61 2:2980000 
