Date,Open,High,Low,Close,Volume,Adj Close
2016-12-13,117.00,117.660004,116.150002,116.480003,803200,116.480003
2016-12-12,116.879997,117.629997,116.519997,117.029999,849800,117.029999
2016-12-09,117.620003,118.129997,116.910004,117.160004,618100,117.160004
2016-12-08,115.769997,118.110001,115.550003,117.599998,873500,117.599998
2016-12-07,113.760002,116.160004,113.290001,115.989998,761600,115.989998
2016-12-06,114.809998,114.879997,113.129997,113.50,829800,113.50
2016-12-05,115.800003,115.82,114.040001,114.330002,1061200,114.330002
2016-12-02,111.589996,114.080002,111.480003,114.029999,1083300,114.029999
2016-12-01,114.449997,114.739998,110.870003,111.540001,1964600,111.540001
2016-11-30,119.470001,120.00,114.209999,114.449997,2080800,114.449997
2016-11-29,119.199997,119.849998,118.910004,119.32,676100,119.32
2016-11-28,119.68,119.93,118.589996,119.190002,1037500,119.190002
2016-11-25,120.139999,120.18,118.93,120.059998,374500,120.059998
2016-11-23,120.18,120.639999,119.50,120.07,482800,120.07
2016-11-22,121.599998,121.68,119.769997,120.239998,635800,120.239998
2016-11-21,121.370003,122.300003,121.220001,121.599998,679500,121.599998
2016-11-18,122.029999,122.589996,121.339996,121.559998,687900,121.229999
2016-11-17,120.00,122.410004,119.260002,121.809998,1232700,121.479321
2016-11-16,118.110001,119.779999,117.699997,119.50,1314600,119.175594
2016-11-15,115.269997,118.360001,115.269997,118.150002,2153300,117.82926
2016-11-14,114.639999,115.279999,113.349998,115.139999,1561500,114.82743
2016-11-11,115.839996,116.379997,112.730003,114.029999,2158500,113.720442
2016-11-10,122.25,122.529999,113.690002,116.230003,3778900,115.914475
2016-11-09,126.440002,126.879997,121.889999,122.529999,1270100,122.197367
2016-11-08,126.040001,127.389999,125.089996,127.07,421200,126.725044
2016-11-07,125.419998,126.360001,124.82,126.089996,454600,125.747701
2016-11-04,123.050003,124.790001,122.900002,123.610001,640900,123.274437
2016-11-03,122.739998,123.459999,121.870003,122.970001,396400,122.636175
2016-11-02,123.620003,124.029999,122.32,122.43,547800,122.09764
2016-11-01,124.519997,124.75,122.800003,123.639999,714000,123.304355
2016-10-31,122.459999,124.199997,122.339996,123.970001,928500,123.633461
2016-10-28,122.910004,124.440002,121.800003,122.00,969200,121.668807
2016-10-27,126.830002,127.980003,122.629997,123.169998,1813100,122.835629
2016-10-26,129.830002,130.729996,128.110001,128.710007,820200,128.360598
2016-10-25,131.039993,132.490005,130.279999,130.429993,764400,130.075915
2016-10-24,130.240005,131.630005,129.899994,131.190002,313000,130.833862
2016-10-21,128.639999,129.919998,128.160004,129.759995,285400,129.407736
2016-10-20,129.880005,130.300003,129.119995,129.529999,336800,129.178365
2016-10-19,130.610001,130.610001,129.350006,130.210007,433700,129.856526
2016-10-18,130.539993,131.300003,130.070007,130.279999,382600,129.926329
2016-10-17,130.070007,130.449997,129.399994,129.529999,370500,129.178365
2016-10-14,129.470001,131.770004,129.470001,130.350006,569500,129.996146
2016-10-13,129.160004,129.779999,128.330002,128.990005,464900,128.639837
