Date,Open,High,Low,Close,Volume,Adj Close
2016-12-13,46.75,47.27,46.330002,46.400002,3949700,46.400002
2016-12-12,46.619999,47.150002,46.560001,47.02,2924300,47.02
2016-12-09,45.93,46.560001,45.529999,46.560001,2995500,46.560001
2016-12-08,45.040001,46.049999,44.98,45.970001,3301400,45.970001
2016-12-07,44.66,45.259998,44.540001,45.200001,4139400,45.200001
2016-12-06,44.00,45.00,43.990002,44.68,3380700,44.68
2016-12-05,44.119999,44.349998,43.50,43.900002,2920900,43.900002
2016-12-02,44.419998,44.75,43.919998,44.00,3288700,44.00
2016-12-01,43.150002,44.400002,43.150002,44.310001,3979500,44.310001
2016-11-30,42.860001,43.470001,42.849998,43.23,3498800,43.23
2016-11-29,43.23,43.25,42.610001,42.77,3197400,42.77
2016-11-28,43.509998,43.689999,42.990002,43.110001,2864000,43.110001
2016-11-25,43.470001,43.57,43.240002,43.549999,1776700,43.549999
2016-11-23,43.57,43.639999,42.919998,43.25,4134100,43.25
2016-11-22,43.860001,43.919998,43.209999,43.509998,2587700,43.509998
2016-11-21,43.490002,43.970001,43.380001,43.650002,2632500,43.650002
2016-11-18,42.919998,43.610001,42.919998,43.490002,3244400,43.490002
2016-11-17,43.279999,43.349998,42.759998,43.00,3592600,43.00
2016-11-16,43.68,43.68,42.759998,43.259998,3429300,43.259998
2016-11-15,42.860001,43.52,42.849998,43.490002,3586500,43.490002
2016-11-14,41.580002,42.970001,41.439999,42.880001,5139700,42.880001
2016-11-11,43.57,43.790001,41.599998,41.73,7004500,41.429999
2016-11-10,46.419998,46.57,45.049999,45.18,3959800,44.855197
2016-11-09,46.84,46.919998,45.07,46.279999,5372600,45.947287
2016-11-08,46.950001,47.880001,46.93,47.720001,3132000,47.376938
2016-11-07,47.459999,47.59,46.93,47.049999,3425900,46.711752
2016-11-04,47.380001,47.549999,46.889999,46.919998,2804100,46.582686
2016-11-03,47.049999,47.869999,47.049999,47.43,4376500,47.089022
2016-11-02,46.75,47.880001,46.66,47.259998,6221000,46.920242
2016-11-01,45.369999,47.34,45.360001,46.75,9705600,46.41391
2016-10-31,43.700001,44.200001,43.509998,43.57,3867300,43.256771
2016-10-28,43.169998,43.959999,43.099998,43.59,2628600,43.276627
2016-10-27,43.369999,43.419998,42.759998,43.080002,2156700,42.770296
2016-10-26,42.419998,43.450001,42.310001,43.279999,2856300,42.968855
2016-10-25,42.619999,42.830002,42.380001,42.529999,1878800,42.224247
2016-10-24,42.599998,42.970001,42.369999,42.509998,1324300,42.20439
2016-10-21,41.919998,42.43,41.610001,42.32,1720900,42.015757
2016-10-20,42.119999,42.509998,41.990002,42.18,2044800,41.876764
2016-10-19,41.959999,42.27,41.490002,42.220001,1797600,41.916478
2016-10-18,42.240002,42.380001,41.970001,41.98,2143700,41.678201
2016-10-17,42.130001,42.299999,41.790001,41.849998,2054700,41.549135
2016-10-14,42.419998,42.849998,42.130001,42.130001,1790000,41.827124
2016-10-13,41.959999,42.529999,41.630001,42.25,2155600,41.946261
