Date,Open,High,Low,Close,Volume,Adj Close
2016-12-13,47.00,47.959999,45.790001,47.880001,2539400,47.880001
2016-12-12,49.580002,50.00,46.450001,46.619999,3891700,46.619999
2016-12-09,47.93,48.299999,47.360001,47.82,1935200,47.82
2016-12-08,47.360001,47.779999,46.27,47.650002,1566100,47.650002
2016-12-07,46.75,47.450001,46.349998,46.959999,2781400,46.959999
2016-12-06,45.040001,47.34,44.630001,47.18,3395300,47.18
2016-12-05,46.57,46.73,45.549999,45.630001,1922800,45.630001
2016-12-02,45.740002,46.950001,45.549999,45.950001,2592200,45.950001
2016-12-01,46.540001,47.32,45.59,46.110001,4209100,46.110001
2016-11-30,41.73,45.869999,41.709999,45.220001,6941700,45.220001
2016-11-29,38.84,39.860001,38.52,39.099998,3893700,39.099998
2016-11-28,41.68,41.779999,39.759998,39.830002,2302700,39.830002
2016-11-25,41.610001,41.860001,41.02,41.27,1008500,41.27
2016-11-23,41.040001,42.040001,40.869999,42.02,2117200,42.02
2016-11-22,42.259998,42.279999,40.400002,41.41,2336400,41.41
2016-11-21,41.400002,42.23,41.400002,41.919998,2124200,41.919998
2016-11-18,39.970001,40.75,39.59,40.169998,2831100,40.169998
2016-11-17,40.68,41.299999,39.639999,39.799999,2108200,39.799999
2016-11-16,40.349998,40.540001,39.599998,40.029999,1668900,40.029999
2016-11-15,39.32,40.450001,39.119999,40.400002,3385200,40.400002
2016-11-14,37.610001,38.59,37.32,38.560001,2410300,38.560001
2016-11-11,38.439999,38.779999,37.169998,37.830002,2245200,37.830002
2016-11-10,38.950001,40.150002,38.740002,38.84,4948500,38.84
2016-11-09,37.73,39.27,37.59,38.77,3192100,38.77
2016-11-08,37.990002,38.169998,37.369999,37.84,5070900,37.84
2016-11-07,38.66,38.889999,37.900002,38.209999,4733800,38.209999
2016-11-04,38.959999,39.220001,37.799999,37.84,4687600,37.84
2016-11-03,39.580002,40.029999,38.759998,39.099998,3705300,39.099998
2016-11-02,40.849998,41.299999,38.619999,39.32,6169100,39.32
2016-11-01,40.990002,41.59,39.91,40.490002,3740400,40.490002
2016-10-31,41.150002,41.23,40.330002,40.59,2857600,40.59
2016-10-28,41.889999,42.799999,41.110001,41.389999,2535000,41.389999
2016-10-27,42.50,42.740002,41.82,41.93,2088600,41.93
2016-10-26,41.41,42.299999,40.639999,42.25,3125100,42.25
2016-10-25,42.799999,43.07,41.830002,42.00,2432700,42.00
2016-10-24,43.169998,43.369999,42.209999,43.130001,1675200,43.130001
2016-10-21,43.459999,43.57,42.970001,43.23,1767000,43.23
2016-10-20,43.57,44.060001,43.09,44.02,2239500,44.02
2016-10-19,43.119999,44.529999,43.099998,44.18,2765100,44.18
2016-10-18,43.48,43.50,42.040001,42.529999,2671600,42.529999
2016-10-17,42.48,43.200001,42.41,42.860001,2130000,42.860001
2016-10-14,43.290001,43.330002,42.349998,42.57,2024400,42.57
2016-10-13,42.82,43.459999,42.34,43.139999,1981500,43.139999
