Date,Open,High,Low,Close,Volume,Adj Close
2016-12-13,69.330002,70.139999,69.32,69.980003,2762000,69.980003
2016-12-12,68.949997,69.230003,68.519997,68.959999,3331500,68.959999
2016-12-09,68.779999,69.209999,67.50,69.059998,4442300,69.059998
2016-12-08,69.760002,70.150002,69.419998,69.620003,2263500,69.620003
2016-12-07,68.540001,69.589996,68.410004,69.459999,2357300,69.459999
2016-12-06,68.75,68.849998,68.150002,68.580002,3271100,68.580002
2016-12-05,68.639999,68.989998,68.18,68.690002,3015500,68.690002
2016-12-02,70.00,70.260002,68.150002,68.290001,4685700,68.290001
2016-12-01,71.519997,71.599998,70.129997,70.480003,2971900,70.480003
2016-11-30,71.760002,71.93,71.25,71.379997,2120900,71.379997
2016-11-29,71.110001,71.610001,71.07,71.279999,1140100,71.279999
2016-11-28,71.309998,71.610001,70.830002,70.989998,1429900,70.989998
2016-11-25,71.620003,71.910004,71.339996,71.730003,594400,71.730003
2016-11-23,71.449997,71.889999,71.110001,71.620003,1579400,71.620003
2016-11-22,71.779999,71.800003,70.949997,71.18,2179800,71.18
2016-11-21,72.519997,72.849998,71.550003,71.650002,2089800,71.650002
2016-11-18,72.360001,72.769997,72.150002,72.50,2477900,72.50
2016-11-17,71.769997,72.620003,71.650002,72.389999,1568100,72.389999
2016-11-16,72.080002,72.339996,71.75,71.830002,1800200,71.830002
2016-11-15,72.07,72.50,71.580002,72.50,1651900,72.50
2016-11-14,72.720001,73.559998,72.18,72.279999,2514100,72.279999
2016-11-11,72.830002,73.309998,72.279999,72.610001,1845900,72.179998
2016-11-10,72.220001,73.949997,71.720001,73.25,2908900,72.816208
2016-11-09,70.440002,72.07,69.849998,71.599998,2518500,71.175978
2016-11-08,69.589996,70.43,69.339996,70.089996,1548700,69.674918
2016-11-07,69.480003,69.720001,69.360001,69.589996,1669400,69.177879
2016-11-04,69.00,69.059998,68.370003,68.559998,1976400,68.15398
2016-11-03,68.720001,69.220001,68.580002,68.839996,1685200,68.43232
2016-11-02,68.389999,68.809998,68.169998,68.389999,1147300,67.984988
2016-11-01,69.18,69.209999,67.919998,68.389999,1797800,67.984988
2016-10-31,68.860001,69.18,68.720001,68.870003,2137000,68.462149
2016-10-28,70.480003,70.989998,68.220001,68.510002,2726400,68.10428
2016-10-27,70.169998,70.389999,69.559998,70.209999,2270500,69.79421
2016-10-26,69.239998,70.010002,69.239998,69.800003,1206900,69.386642
2016-10-25,70.00,70.00,69.32,69.639999,1313100,69.227586
2016-10-24,69.730003,70.139999,69.629997,70.019997,1377700,69.605333
2016-10-21,69.169998,69.550003,68.669998,69.379997,1766400,68.969123
2016-10-20,70.32,70.540001,69.660004,69.760002,1721600,69.346878
2016-10-19,70.510002,71.00,70.410004,70.540001,2153100,70.122257
2016-10-18,71.120003,71.220001,70.120003,70.300003,1910600,69.883681
2016-10-17,70.980003,71.00,70.559998,70.620003,1296800,70.201786
2016-10-14,71.139999,71.769997,70.910004,70.959999,1214700,70.539768
2016-10-13,71.00,71.260002,70.160004,70.610001,1590700,70.191843
