Date,Open,High,Low,Close,Volume,Adj Close
2016-12-13,69.610001,70.75,68.879997,70.040001,1688400,70.040001
2016-12-12,71.510002,71.510002,69.290001,69.379997,1727500,69.379997
2016-12-09,71.120003,71.599998,70.480003,71.519997,1400500,71.519997
2016-12-08,70.360001,71.949997,69.830002,71.349998,2641400,71.349998
2016-12-07,66.209999,71.300003,65.75,70.360001,5243600,70.360001
2016-12-06,63.700001,65.959999,63.52,65.879997,2150600,65.879997
2016-12-05,64.459999,64.900002,63.459999,63.75,3007400,63.75
2016-12-02,65.529999,65.870003,63.610001,63.720001,2332800,63.720001
2016-12-01,64.629997,65.82,64.099998,65.629997,2512800,65.629997
2016-11-30,64.25,65.959999,63.900002,64.00,3749000,64.00
2016-11-29,62.84,64.230003,60.50,63.439999,6093300,63.439999
2016-11-28,67.50,67.910004,66.279999,66.32,1823700,66.32
2016-11-25,67.470001,68.150002,67.32,67.519997,534700,67.519997
2016-11-23,66.730003,67.75,66.470001,67.059998,1598000,67.059998
2016-11-22,67.839996,67.879997,63.50,66.980003,3452100,66.980003
2016-11-21,68.589996,69.290001,68.260002,68.669998,1814600,68.669998
2016-11-18,68.199997,69.010002,68.099998,68.190002,1981900,68.190002
2016-11-17,66.470001,68.139999,65.50,68.050003,1993600,68.050003
2016-11-16,66.510002,66.599998,65.370003,66.540001,2626400,66.540001
2016-11-15,66.629997,67.540001,66.330002,66.769997,2706000,66.769997
2016-11-14,65.690002,67.32,65.690002,66.559998,3586200,66.559998
2016-11-11,66.00,66.470001,65.07,65.230003,4669700,65.230003
2016-11-10,65.75,67.959999,65.739998,66.470001,4223700,66.470001
2016-11-09,66.50,67.919998,63.560001,65.580002,7498600,65.580002
2016-11-08,68.800003,70.360001,68.099998,70.110001,2666200,70.110001
2016-11-07,67.690002,69.160004,67.690002,69.150002,2401300,69.150002
2016-11-04,66.139999,67.440002,65.449997,66.760002,1932700,66.470002
2016-11-03,66.699997,68.080002,66.230003,66.339996,2111900,66.05182
2016-11-02,65.260002,67.970001,64.489998,66.709999,3598200,66.420216
2016-11-01,65.309998,66.18,64.809998,65.199997,3339700,64.916773
2016-10-31,64.919998,65.709999,64.419998,65.07,2113800,64.78734
2016-10-28,64.489998,65.400002,64.290001,64.709999,1712500,64.428904
2016-10-27,64.370003,64.510002,63.040001,64.449997,2081600,64.170031
2016-10-26,63.07,65.349998,62.68,64.269997,2975300,63.990812
2016-10-25,64.029999,64.129997,62.470001,63.23,2095300,62.955333
2016-10-24,64.730003,64.93,64.190002,64.230003,1579600,63.950993
2016-10-21,63.799999,64.080002,63.080002,63.919998,2668600,63.642334
2016-10-20,65.129997,65.129997,63.939999,64.419998,1694200,64.140162
2016-10-19,64.410004,65.540001,64.199997,65.129997,2734000,64.847077
2016-10-18,67.089996,67.089996,64.00,64.110001,3431600,63.831511
2016-10-17,65.93,66.839996,65.860001,66.419998,2886800,66.131475
2016-10-14,66.480003,67.339996,65.809998,65.989998,2364100,65.703342
2016-10-13,66.82,67.050003,64.800003,65.910004,2511600,65.623695
