Date,Open,High,Low,Close,Volume,Adj Close
2016-12-13,142.289993,143.00,140.330002,142.089996,645600,142.089996
2016-12-12,140.830002,142.139999,140.539993,141.350006,390300,141.350006
2016-12-09,141.690002,143.449997,140.940002,141.490005,280500,141.490005
2016-12-08,140.949997,141.970001,139.419998,141.779999,365500,141.779999
2016-12-07,140.460007,142.059998,140.460007,141.839996,377100,141.839996
2016-12-06,140.009995,140.970001,138.839996,139.949997,312700,139.949997
2016-12-05,138.070007,139.75,137.820007,139.449997,340000,139.449997
2016-12-02,138.009995,140.559998,137.600006,138.289993,370900,138.289993
2016-12-01,139.570007,140.110001,136.759995,137.220001,527300,137.220001
2016-11-30,140.820007,141.669998,139.399994,140.419998,580900,140.419998
2016-11-29,141.149994,142.610001,141.029999,141.800003,369300,141.800003
2016-11-28,140.619995,142.320007,140.429993,141.169998,261300,141.169998
2016-11-25,140.389999,141.910004,140.220001,140.979996,131100,140.979996
2016-11-23,140.080002,140.720001,139.070007,140.149994,293600,140.149994
2016-11-22,138.710007,140.979996,138.610001,140.740005,340800,140.740005
2016-11-21,138.449997,139.300003,138.039993,138.610001,415700,138.610001
2016-11-18,137.320007,138.210007,136.809998,137.809998,524000,137.809998
2016-11-17,138.070007,139.210007,137.300003,137.360001,404700,137.360001
2016-11-16,138.149994,138.850006,136.929993,138.169998,314400,138.169998
2016-11-15,139.160004,140.830002,137.119995,138.00,454100,138.00
2016-11-14,136.899994,139.600006,135.850006,138.979996,659000,138.979996
2016-11-11,136.710007,139.729996,136.710007,137.350006,361300,137.350006
2016-11-10,139.369995,139.369995,135.25,136.979996,597600,136.979996
2016-11-09,139.139999,139.949997,136.039993,139.039993,561800,139.039993
2016-11-08,141.410004,142.490005,140.600006,142.149994,407800,142.149994
2016-11-07,139.729996,141.860001,139.039993,141.759995,504100,141.759995
2016-11-04,137.539993,138.419998,136.419998,138.240005,929700,138.240005
2016-11-03,139.240005,139.240005,134.389999,137.309998,1111900,137.309998
2016-11-02,142.100006,142.990005,140.100006,140.520004,559900,140.520004
2016-11-01,144.860001,144.860001,141.479996,141.880005,458800,141.880005
2016-10-31,144.509995,145.380005,143.179993,145.229996,752200,145.229996
2016-10-28,143.490005,144.789993,142.809998,143.710007,468400,143.710007
2016-10-27,146.080002,146.080002,142.179993,143.149994,325700,143.149994
2016-10-26,147.550003,147.550003,145.339996,146.279999,439500,146.279999
2016-10-25,147.529999,148.389999,146.929993,147.850006,400800,147.850006
2016-10-24,148.00,149.009995,146.990005,148.100006,279000,148.100006
2016-10-21,145.970001,147.789993,145.899994,147.350006,333800,147.350006
2016-10-20,147.50,147.619995,145.710007,146.960007,381200,146.960007
2016-10-19,147.389999,147.880005,146.479996,147.759995,330300,147.759995
2016-10-18,147.720001,148.589996,146.809998,147.100006,276300,147.100006
2016-10-17,147.25,148.490005,147.199997,147.300003,233500,147.300003
2016-10-14,148.779999,149.380005,147.179993,147.25,411000,147.25
2016-10-13,145.720001,148.789993,145.50,148.740005,561300,148.740005
